,CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Revenue_Loss,Churn_Prob,Expected_Loss
1628,4847-QNOKA,1,United States,California,Modesto,95355,"37.672906, -120.946594",37.672906,-120.946594,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9,Yes,1,76,2632,44.9,0.9999999999965263,44.899999999844034
1629,6379-RXJRQ,1,United States,California,Modesto,95358,"37.612612, -121.108568",37.612612,-121.108568,Male,No,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,659.65,Yes,1,92,2457,70.1,1.0,70.1
1630,8650-RHRKE,1,United States,California,Oakdale,95361,"37.785033, -120.776141",37.785033,-120.776141,Male,No,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,118.5,Yes,1,71,4207,29.65,0.9999992452904212,29.649977622860987
1631,0475-RIJEP,1,United States,California,Pinecrest,95364,"38.224869, -119.755729",38.224869,-119.755729,Male,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.85,3365.85,Yes,1,100,5107,77.85,1.0,77.85
1632,1260-TTRXI,1,United States,California,Planada,95365,"37.329725, -120.306399",37.329725,-120.306399,Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.3,195.3,Yes,1,87,5834,54.3,0.9999999999999996,54.299999999999976
1633,6328-ZPBGN,1,United States,California,Riverbank,95367,"37.734971, -120.954271",37.734971,-120.954271,Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,Yes,1,71,4074,95.15,1.0,95.15
1634,4789-KWMXN,1,United States,California,Tuolumne,95379,"37.939768, -120.188002",37.939768,-120.188002,Male,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.85,5275.8,Yes,1,97,3344,110.85,1.0,110.85
1635,2867-UIMSS,1,United States,California,Vernalis,95385,"37.609095, -121.263381",37.609095,-121.263381,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,Yes,1,85,2734,80.5,1.0,80.5
1636,8111-RKSPX,1,United States,California,Santa Rosa,95401,"38.460517, -122.790335",38.460517,-122.790335,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.2,305.55,Yes,1,89,5668,72.2,1.0,72.2
1637,1585-MQSSU,1,United States,California,Santa Rosa,95404,"38.526941, -122.709096",38.526941,-122.709096,Male,No,No,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.5,900.5,Yes,1,94,5659,51.5,0.9999999999999987,51.49999999999993
1638,2856-NNASM,1,United States,California,Santa Rosa,95407,"38.394091, -122.739814",38.394091,-122.739814,Male,Yes,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.55,3856.75,Yes,1,73,3802,89.55,1.0,89.55
1639,8559-CIZFV,1,United States,California,Annapolis,95412,"38.731055, -123.316553",38.731055,-123.316553,Male,No,Yes,No,21,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,77.5,1625,Yes,1,74,5353,77.5,1.0,77.5
1640,7547-EKNFS,1,United States,California,Caspar,95420,"39.361283, -123.784599",39.361283,-123.784599,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.25,3959.35,Yes,1,89,2075,95.25,1.0,95.25
1641,6769-DYBQN,1,United States,California,Clearlake,95422,"38.965804, -122.631779",38.965804,-122.631779,Male,Yes,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.0,3969.4,Yes,1,71,2097,85.0,1.0,85.0
1642,4439-JMPMT,1,United States,California,Comptche,95427,"39.239818, -123.565432",39.239818,-123.565432,Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.75,470.95,Yes,1,71,3608,85.75,1.0,85.75
1643,2446-BEGGB,1,United States,California,Eldridge,95431,"38.348884, -122.51699",38.348884,-122.51699,Female,Yes,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.25,560.6,Yes,1,83,3330,98.25,1.0,98.25
1644,1496-GGSUK,1,United States,California,Fulton,95439,"38.493888, -122.777141",38.493888,-122.777141,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.7,25.7,Yes,1,83,4095,25.7,0.9999981084082677,25.69995138609248
1645,2575-GFSOE,1,United States,California,Graton,95444,"38.434362, -122.86891",38.434362,-122.86891,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,506.9,Yes,1,65,5672,69.0,1.0,69.0
1646,2842-JTCCU,1,United States,California,Hopland,95449,"38.93706, -123.118111",38.93706,-123.118111,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.05,80.35,Yes,1,72,4662,46.05,0.9999999999970983,46.04999999986637
1647,3296-SILRA,1,United States,California,Lakeport,95453,"39.080469, -122.955176",39.080469,-122.955176,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,76.4,Yes,1,89,2426,76.4,1.0,76.4
1648,9681-OXGVC,1,United States,California,Laytonville,95454,"39.806141, -123.531098",39.806141,-123.531098,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,514,Yes,1,85,5180,100.5,1.0,100.5
1649,5180-UCIIQ,1,United States,California,Lucerne,95458,"39.141934, -122.770679",39.141934,-122.770679,Male,Yes,Yes,Yes,22,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,880.2,Yes,1,75,2061,40.05,0.9999999997910989,40.049999991633506
1650,7153-OANIO,1,United States,California,Mendocino,95460,"39.305545, -123.743697",39.305545,-123.743697,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95,Yes,1,79,5066,69.95,1.0,69.95
1651,6521-YYTYI,1,United States,California,Navarro,95463,"39.182916, -123.552571",39.182916,-123.552571,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3,93.3,Yes,1,65,2578,93.3,1.0,93.3
1652,8878-HMWBV,1,United States,California,Nice,95464,"39.12334, -122.838198",39.12334,-122.838198,Male,No,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.15,169.05,Yes,1,68,5598,49.15,0.9999999999994444,49.14999999997269
1653,3751-KTZEL,1,United States,California,Yorkville,95494,"38.888351, -123.239647",38.888351,-123.239647,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,35.05,35.05,Yes,1,89,3706,35.05,0.9999999993704993,35.049999977936
1654,1977-STDKI,1,United States,California,The Sea Ranch,95497,"38.696659, -123.436861",38.696659,-123.436861,Female,Yes,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.0,73,Yes,1,76,4116,73.0,1.0,73.0
1655,5813-UECBU,1,United States,California,Bridgeville,95526,"40.372532, -123.525626",40.372532,-123.525626,Male,Yes,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,Yes,1,79,2583,83.85,1.0,83.85
1656,0328-GRPMV,1,United States,California,Burnt Ranch,95527,"40.854512, -123.450097",40.854512,-123.450097,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,70.1,Yes,1,84,3706,70.1,1.0,70.1
1657,4342-HENTK,1,United States,California,Garberville,95542,"40.057784, -123.679461",40.057784,-123.679461,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,142.35,Yes,1,74,2189,70.65,1.0,70.65
1658,4195-SMMNX,1,United States,California,Hydesville,95547,"40.557314, -124.081662",40.557314,-124.081662,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,33.2,Yes,1,65,5627,20.35,0.9978187503619079,20.305611569864826
1659,6956-SMUCM,1,United States,California,Miranda,95553,"40.210895, -123.86",40.210895,-123.86,Female,No,No,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.0,287.4,Yes,1,77,5236,99.0,1.0,99.0
1660,3223-WZWJM,1,United States,California,Petrolia,95558,"40.274302, -124.210902",40.274302,-124.210902,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.95,2254.2,Yes,1,85,5869,83.95,1.0,83.95
1661,9053-JZFKV,1,United States,California,Redway,95560,"40.142256, -123.852927",40.142256,-123.852927,Male,No,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),116.2,7752.3,Yes,1,82,4495,116.2,1.0,116.2
1662,2530-ENDWQ,1,United States,California,Rio Dell,95562,"40.485849, -124.163234",40.485849,-124.163234,Female,No,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.7,6585.35,Yes,1,100,4296,93.7,1.0,93.7
1663,6615-ZGEDR,1,United States,California,Smith River,95567,"41.950683, -124.097094",41.950683,-124.097094,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,Yes,1,90,5707,19.7,0.9999500191319404,19.699015376899226
1664,9250-WYPLL,1,United States,California,Whitethorn,95589,"40.053159, -123.995867",40.053159,-123.995867,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.55,413.65,Yes,1,79,4600,75.55,1.0,75.55
1665,2754-XBHTB,1,United States,California,Amador City,95601,"38.431407, -120.8421",38.431407,-120.8421,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.65,714.15,Yes,1,96,3847,77.65,1.0,77.65
1666,1597-LHYNC,1,United States,California,Auburn,95602,"38.99003, -121.114408",38.99003,-121.114408,Female,Yes,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.0,2497.2,Yes,1,90,4232,95.0,1.0,95.0
1667,7055-VKGDA,1,United States,California,Clarksburg,95612,"38.384648, -121.578701",38.384648,-121.578701,Male,No,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.4,5643.4,Yes,1,87,4406,105.4,1.0,105.4
1668,0754-UKWQP,1,United States,California,Cool,95614,"38.880622, -120.973865",38.880622,-120.973865,Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.85,197.7,Yes,1,66,3790,95.85,1.0,95.85
1669,7493-TPUWZ,1,United States,California,Diamond Springs,95619,"38.683605, -120.811852",38.683605,-120.811852,Male,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,79.15,Yes,1,85,4243,79.15,1.0,79.15
1670,1577-HKTFG,1,United States,California,Elk Grove,95624,"38.434138, -121.30587",38.434138,-121.30587,Female,No,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.65,655.85,Yes,1,79,2486,19.65,0.9994815092804049,19.639811657359957
1671,8752-STIVR,1,United States,California,Elmira,95625,"38.349195, -121.902943",38.349195,-121.902943,Female,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.0,303.15,Yes,1,69,2085,79.0,1.0,79.0
1672,4558-FANTW,1,United States,California,Fair Oaks,95628,"38.652065, -121.25441",38.652065,-121.25441,Female,No,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.85,1574.45,Yes,1,89,5643,91.85,1.0,91.85
1673,8651-ENBZX,1,United States,California,Grizzly Flats,95636,"38.636102, -120.522149",38.636102,-120.522149,Female,Yes,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.0,6441.4,Yes,1,78,5507,106.0,1.0,106.0
1674,7623-TRNQN,1,United States,California,Jackson,95642,"38.336216, -120.76901",38.336216,-120.76901,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,49.9,49.9,Yes,1,72,3113,49.9,0.999999999999831,49.899999999991564
1675,9330-IJWIO,1,United States,California,Kirkwood,95646,"38.631489, -120.015167",38.631489,-120.015167,Female,No,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.35,1358.85,Yes,1,69,2008,100.35,1.0,100.35
1676,9286-DOJGF,1,United States,California,Lotus,95651,"38.815515, -120.916997",38.815515,-120.916997,Female,Yes,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,Yes,1,82,5165,74.95,1.0,74.95
1677,9661-MHUMO,1,United States,California,Mather,95655,"38.549822, -121.266725",38.549822,-121.266725,Male,Yes,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.25,49.25,Yes,1,84,4478,49.25,0.9999999999999647,49.24999999999826
1678,1842-EZJMK,1,United States,California,Orangevale,95662,"38.689174, -121.218435",38.689174,-121.218435,Male,No,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.7,5071.05,Yes,1,82,5897,103.7,1.0,103.7
1679,8079-XRJRS,1,United States,California,Pleasant Grove,95668,"38.833554, -121.498102",38.833554,-121.498102,Male,No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,89.75,5769.6,Yes,1,72,6110,89.75,1.0,89.75
1680,8073-IJDCM,1,United States,California,Rescue,95672,"38.724322, -120.991237",38.724322,-120.991237,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,20.3,Yes,1,67,3830,20.3,0.9983238430167122,20.26597401323926
1681,8884-ADFVN,1,United States,California,Roseville,95678,"38.759751, -121.288545",38.759751,-121.288545,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,Yes,1,74,2016,101.95,1.0,101.95
1682,2720-WGKHP,1,United States,California,Sloughhouse,95683,"38.470423, -121.114897",38.470423,-121.114897,Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,181.7,Yes,1,93,5569,94.0,1.0,94.0
1683,2869-ADAWR,1,United States,California,Sutter Creek,95685,"38.432145, -120.77069",38.432145,-120.77069,Female,No,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.3,4016.85,Yes,1,97,4880,89.3,1.0,89.3
1684,9894-EZEWG,1,United States,California,Walnut Grove,95690,"38.240419, -121.587535",38.240419,-121.587535,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3,74.3,Yes,1,69,5996,74.3,1.0,74.3
1685,7851-FLGGQ,1,United States,California,Wheatland,95692,"39.043387, -121.409837",39.043387,-121.409837,Male,No,No,No,1,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,44.65,44.65,Yes,1,66,3704,44.65,0.9999999999761444,44.649999998934845
1686,0637-UBJRP,1,United States,California,Wilton,95693,"38.392559, -121.225093",38.392559,-121.225093,Male,No,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.05,1095.3,Yes,1,77,4745,84.05,1.0,84.05
1687,0940-OUQEC,1,United States,California,Winters,95694,"38.578604, -122.024579",38.578604,-122.024579,Male,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.7,788.8,Yes,1,77,3492,80.7,1.0,80.7
1688,0702-PGIBZ,1,United States,California,Dutch Flat,95714,"39.197215, -120.83679",39.197215,-120.83679,Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.7,364.55,Yes,1,91,2777,101.7,1.0,101.7
1689,1963-VAUKV,1,United States,California,Kyburz,95720,"38.766036, -120.209673",38.766036,-120.209673,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,Yes,1,92,3663,20.4,0.99997735959892,20.399538135817966
1690,3058-HJCUY,1,United States,California,Rancho Cordova,95742,"38.591134, -121.161585",38.591134,-121.161585,Male,No,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,102.6,4213.35,Yes,1,84,2098,102.6,1.0,102.6
1691,3259-FDWOY,1,United States,California,Elk Grove,95758,"38.35363, -121.44195",38.35363,-121.44195,Male,No,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.0,7723.7,Yes,1,81,4072,106.0,1.0,106.0
1692,0807-ZABDG,1,United States,California,Woodland,95776,"38.694081, -121.694431",38.694081,-121.694431,Female,No,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.1,154.65,Yes,1,97,4412,55.1,1.0,55.1
1693,5748-RNCJT,1,United States,California,Sacramento,95820,"38.53508, -121.444144",38.53508,-121.444144,Male,No,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,7348.8,Yes,1,81,4859,106.5,1.0,106.5
1694,7739-LAXOG,1,United States,California,Sacramento,95825,"38.590035, -121.412455",38.590035,-121.412455,Female,No,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.05,2954.5,Yes,1,80,3590,91.05,1.0,91.05
1695,9776-CLUJA,1,United States,California,Sacramento,95829,"38.486502, -121.334051",38.486502,-121.334051,Female,Yes,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.5,3807.35,Yes,1,96,5748,77.5,1.0,77.5
1696,6034-ZRYCV,1,United States,California,Sacramento,95837,"38.691607, -121.602284",38.691607,-121.602284,Female,No,Yes,No,72,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,54.2,3937.45,Yes,1,66,4481,54.2,0.9999999999999549,54.19999999999756
1697,2079-FBMZK,1,United States,California,Antelope,95843,"38.715498, -121.363411",38.715498,-121.363411,Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.25,418.4,Yes,1,77,5816,69.25,1.0,69.25
1698,6608-QQLVK,1,United States,California,Bangor,95914,"39.396585, -121.38029",39.396585,-121.38029,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,Yes,1,83,2077,50.5,0.9999999999999822,50.499999999999105
1699,3551-HUAZH,1,United States,California,Brownsville,95919,"39.440687, -121.263583",39.440687,-121.263583,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,Yes,1,89,3429,74.4,1.0,74.4
1700,6302-JGYRJ,1,United States,California,Chico,95928,"39.681488, -121.83721",39.681488,-121.83721,Male,No,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,79.45,2587.7,Yes,1,67,2872,79.45,1.0,79.45
1701,3685-YLCMQ,1,United States,California,Dobbins,95935,"39.381174, -121.21191",39.381174,-121.21191,Male,No,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,6219.6,Yes,1,66,5411,104.65,1.0,104.65
1702,8634-MPHTR,1,United States,California,Forbestown,95941,"39.531028, -121.24807",39.531028,-121.24807,Male,Yes,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05,Yes,1,91,5166,100.05,1.0,100.05
1703,8761-NSOBC,1,United States,California,Gridley,95948,"39.346898, -121.759537",39.346898,-121.759537,Male,No,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.55,4398.15,Yes,1,81,3486,100.55,1.0,100.55
1704,8413-VONUO,1,United States,California,Grimes,95950,"39.033058, -121.895718",39.033058,-121.895718,Male,No,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.65,167.3,Yes,1,82,5332,95.65,1.0,95.65
1705,9223-UCPVT,1,United States,California,Orland,95963,"39.748037, -122.302169",39.748037,-122.302169,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,94.4,Yes,1,77,5764,94.4,1.0,94.4
1706,4351-QLCSU,1,United States,California,Quincy,95971,"39.971228, -121.041166",39.971228,-121.041166,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,55,Yes,1,98,3809,55.0,1.0,55.0
1707,5419-JPRRN,1,United States,California,Rough And Ready,95975,"39.225634, -121.156163",39.225634,-121.156163,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,Yes,1,77,4390,101.45,1.0,101.45
1708,2100-BDNSN,1,United States,California,Strawberry Valley,95981,"39.58458, -121.093256",39.58458,-121.093256,Female,No,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.95,350.3,Yes,1,69,3889,67.95,1.0,67.95
1709,0488-GSLFR,1,United States,California,Taylorsville,95983,"40.053684, -120.743116",40.053684,-120.743116,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,69.5,Yes,1,91,3365,69.5,1.0,69.5
1710,9318-NKNFC,1,United States,California,Twain,95984,"40.022184, -121.062384",40.022184,-121.062384,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.85,18.85,Yes,1,90,4132,18.85,0.9998947175688432,18.848015426172694
1711,9728-FTTVZ,1,United States,California,Williams,95987,"39.117537, -122.284654",39.117537,-122.284654,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,Yes,1,82,4073,69.2,1.0,69.2
1712,7254-IQWOZ,1,United States,California,Redding,96001,"40.587919, -122.464732",40.587919,-122.464732,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,1,67,5258,69.65,1.0,69.65
1713,2474-BRUCM,1,United States,California,Redding,96002,"40.527834, -122.318749",40.527834,-122.318749,Male,Yes,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.85,4086.3,Yes,1,84,2837,101.85,1.0,101.85
1714,0742-NXBGR,1,United States,California,Adin,96006,"41.171578, -120.913161",41.171578,-120.913161,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.3,82.3,Yes,1,71,4278,82.3,1.0,82.3
1715,6110-OHIHY,1,United States,California,Burney,96013,"40.946785, -121.719489",40.946785,-121.719489,Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,267.6,Yes,1,89,4183,79.25,1.0,79.25
1716,5889-LFOLL,1,United States,California,Canby,96015,"41.486953, -120.913975",41.486953,-120.913975,Female,No,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,Yes,1,77,2659,84.6,1.0,84.6
1717,5708-EVONK,1,United States,California,Cassel,96016,"40.936285, -121.572692",40.936285,-121.572692,Female,No,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Yes,1,73,5989,93.4,1.0,93.4
1718,8708-XPXHZ,1,United States,California,Castella,96017,"41.121108, -122.336613",41.121108,-122.336613,Female,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,4186.3,Yes,1,95,5458,94.2,1.0,94.2
1719,0616-ATFGB,1,United States,California,Shasta Lake,96019,"40.692523, -122.369876",40.692523,-122.369876,Male,Yes,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,Yes,1,95,2119,25.05,0.9999995482529926,25.049988683737467
1720,7016-BPGEU,1,United States,California,Dunsmuir,96025,"41.212695, -122.392067",41.212695,-122.392067,Female,No,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,Yes,1,81,2796,25.1,0.9999935261591066,25.099837506593577
1721,6876-ADESB,1,United States,California,Etna,96027,"41.405193, -123.008567",41.405193,-123.008567,Male,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.95,48.95,Yes,1,65,3913,48.95,0.9999999999988225,48.949999999942364
1722,1963-SVUCV,1,United States,California,Flournoy,96029,"39.84784, -122.544556",39.84784,-122.544556,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,Yes,1,78,5774,45.3,0.9999999999980282,45.299999999910675
1723,0220-EBGCE,1,United States,California,Fort Jones,96032,"41.5837, -122.935922",41.5837,-122.935922,Male,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,Yes,1,67,3273,85.85,1.0,85.85
